total_sqft,bath,location,price,size
550,2,Basapura,4000000,1
1050,3,Horamavu Agara,5500000,2
1020,3,Yelahanka,5500000,2
858,3,Veer Sandra,3700000,2
1130,3,Omkar Nagar,4500000,2
1532,3,Srinivasa Nagar,7659999,3
5100,5,Dodsworth Layout,32500000,5
1037,3,Industrial Layout,5100000,2
1440,3,Reliaable Tranquil Layout,7500000,2
1634,3,Vignana Kendra,11000000,3
1073,3,Sector 3,6000000,2
830,3,Teachers Colony,3500000,2
996,3,HSR Layout,5500000,2
865,3,Kammasandra,2500000,2
630,2,Kaval Bairasandra,9000000,5
1017,3,Hoskote,3700000,2
1114,3,Munivenkatppa Layout,6800000,2
858,3,Veer Sandra,3500000,2
1115,3,Industrial Layout,6500000,2
2400,4,Jayanagar,50000000,6
840,3,Flats,3400000,2
1350,3,Srinivasa Nagar,7500000,3
800,5,Bommasandra Industrial Area,3500000,2
3000,1,Tavarekere,13000000,9
950,3,Rayasandra,6400000,2
1932,3,Rachenahalli,25500000,5
1506,3,Mahadevapura,18100000,3
1275,3,Chinnapa Garden,10000000,2
1181,3,Glass Factory Layout,4700000,2
1100,3,Kada Agrahara,3200000,2
950,3,Bande Mutt,8000000,2
1150,3,Nallurhalli,6300000,2
1100,3,Kaggadasapura,5200000,2
1465,3,Dattatreya Nagar,8500000,3
1250,3,Duravani Nagar,8900000,2
1187,3,Choodasandra,7500000,2
1550,3,Agrahara Dasarahalli,16000000,3
1100,3,Sonnenahalli,6000000,2
1899,3,Stage 2,11500000,3
1356,3,Seenappa Layout,7500000,3
2100,4,Esther Enclave Layout,13000000,4
1098,3,Omkar Nagar,7000000,2
8500,6,Horamavu Agara,35000000,3
2215,4,Agrahara Layout,19000000,3
1200,3,Lakshmi krishna Enclave,12500000,2
4000,1,Bhoopasandra,23000000,3
674,2,Kammasandra,3800000,2
2400,4,Sri nilayam Shivadurga,9000000,3
1179,3,Talaghattapura,4500000,2
1385,3,Narayanapura,8700000,2
1100,3,Avani Alma,7200000,2
980,3,Volagerekallahalli,5500000,2
1050,3,Ramanjaneyanagar,6500000,2
1250,3,Tindlu,8500000,2
1222,3,Sundar Ram Shetty Nagar,10500000,2
2363,4,Electronic City,9200000,4
1520,3,Ganapathipura,8400000,3
1200,3,Pattanagere,7800000,3
1000,3,Horamavu Agara,4300000,2
2200,4,Kanakashree Layout,13000000,5
1115,3,Eastwood Township,6000000,2
1787,3,Veer Sandra,7500000,3
1250,3,K R Garden,5000000,2
1050,3,Subramanyapura,5500000,2
1470,3,Nagasandra,12500000,3
1360,3,C V Raman Nagar,11500000,3
1173,3,Lottegollahalli,9500000,2
1020,3,Yelahanka,4200000,2
1080,3,Belathur,4500000,2
3600,6,Ittamadu,25000000,3
1510,3,Gollahalli,6500000,3
1300,3,Stage 1,7200000,2
3200,5,Jigani,14000000,4
1100,3,Sumukha Simhadri Springs,5800000,2
1000,3,Vasantha Vallabha Nagar,6000000,2
1200,3,Banjara Residency,6900000,2
1226,3,Yelahanka,5500000,3
953,3,SLV Grand View Apartment,4700000,2
2000,3,Malleswaram,32500000,3
940,3,Jigani,3900000,2
1148,3,Bommenahalli,9800000,2
1005,3,2 Stage,5500000,2
900,3,Vivekananda Nagar,4500000,2
1240,3,K Channasandra,6200000,2
800,2,Sumukha Simhadri Springs,5800000,2
1180,3,Horamavu Agara,6000000,2
1160,3,Dodsworth Layout,8000000,2
1195,3,Eastwood Township,7600000,2
825,3,Kammasandra,3200000,2
1650,3,Hosahalli Extension,20000000,2
2500,4,Margondanahalli,14000000,4
947,3,Kanaka Nagar,4600000,2
1100,3,Raghavendra Nagar,7000000,2
955,3,Upkar Vandana Spring woods,3819000,2
2600,4,Abhee Prakruthi Villa,14100000,3
1243,3,Singasandra,7500000,2
1000,3,Itinaa Neela apartment,2600000,1
830,3,Teachers Colony,3400000,2
1060,3,Sector 3,6000000,2
2690,4,Abhee Prakruthi Villa,13600000,3
858,3,Teachers Colony,3700000,2
820,3,Apartments,3600000,2
1370,3,LBS Nagar,8900000,3
950,3,Vajarahalli,4820000,2
642,2,RK Township,3700000,2
1073,3,Sector 7,5900000,2
1200,3,Singasandra,23000000,4
1070,3,RR Nagar,6500000,2
1256,3,Classic Orchids Layout,5400000,2
1010,3,Nagashetty Halli,5500000,2
600,2,Sumukha Simhadri Springs,5800000,2
700,2,Kereguddadahalli,3800000,2
1148,3,Thubarahalli,5100000,2
956,3,Stage 4,4300000,2
872,3,Glass Factory Layout,3500000,2
1120,3,Royal Residence Layout,6800000,2
1050,3,Seenappa Layout,6300000,2
1530,3,Kartik Nagar,11000000,3
1255,3,Horamavu,6500000,2
1233,3,8th Phase,6000000,3
800,4,Kanaka Nagar,4900000,2
1240,3,Marathahalli Village,5837000,2
858,3,Flats,3700000,2
3000,4,Stage 1,30000000,4
1505,3,Bellandur,12000000,3
1495,3,RV Vidyaniketan,8500000,3
2030,4,Gopalapura,28500000,3
1200,3,Bandepalya,7000000,2
2225,4,Bommasandra Industrial Area,11399999,3
600,2,Ragavendra Industrial Estate,6200000,3
1150,3,RR Nagar,6500000,2
1380,3,Subramanyapura,5800000,2
800,1,Bommasandra Industrial Area,3500000,2
950,3,Singapura Village,4000000,2
6400,4,Mico Layout,42000000,6
1300,3,Sv palace,5500000,2
1278,3,Jayanagar Housing Society Layout,8000000,3
1000,3,Agrahara Dasarahalli,30000000,6
1105,3,DD WISDOM PEARLS,4500000,2
900,3,Jakkuru Village,4500000,2
1120,3,Mohammed Sab Palya,5500000,2
1150,3,Chinnayanpalya,8000000,2
900,3,Devasthanagalu,3800000,2
1166,3,Railway Layout,6200000,2
1200,3,Akshayanagara East,4260000,2
960,3,Mohammed Sab Palya,14500000,5
1005,3,Veer Sandra,4200000,2
1000,3,Thammenahalli Village,3800000,2
5000,5,Padmanabhanagar,33000000,5
1200,3,Veer Sandra,4500000,2
1527,3,Salarpuria Sattva East Crest,11100000,3
2500,4,Ramsons,22000000,3
870,3,Veer Sandra,3500000,2
1142,3,BEML Layout,9500000,2
1275,3,KPC Layout,10800000,2
800,1,Veer Sandra,3500000,2
950,3,Rayasandra,3800000,2
2225,4,Suryanagar,11399999,3
858,3,Apartments,3600000,2
1850,3,Stage 1,8500000,3
965,3,Horamavu Agara,4500000,2
1257,3,Mallasandra,6900000,2
1547,3,Green Square,9000000,3
1890,3,Haragadde,15000000,10
1611,3,Ganapathipura,10500000,3
2251,4,Salarpuria sattva Luxuria,24500000,3
1312,3,Sriramnivas,6700000,3
1985,3,Haragadde,15000000,10
1016,3,Channasandra Layout,5000000,2
11000,5,Rayasandra,35000000,10
860,3,Bommasandra Industrial Area,3400000,2
1235,3,Chikkabasavanapura,5600000,2
4500,5,Horamavu Agara,14600000,9
1200,3,Veer Sandra,3000000,2
1065,3,Konadasapura,5800000,2
1330,3,Kasavanahalli,8500000,3
1260,3,Vishwapriya Nagar,6200000,3
1900,3,AWHO Complex,9385000,3
1200,3,Sonnenahalli,5500000,3
1500,3,Gowda Muniswamy Garden,9000000,2
1377,3,Singapura Village,8000000,3
1120,3,Jinke Thimmanahalli,14000000,4
929,3,Simhadri Layout,5300000,2
914,3,Veer Sandra,4250000,2
800,1,Chandapura,3506000,2
1744,3,East Of NGEF Layout,12500000,3
1203,3,AECS Layout,6700000,2
3750,5,Choodasandra,26500000,4
1250,3,Jinke Thimmanahalli,14000000,4
1000,3,Gollahalli,3500000,2
3300,2,Mohammed Sab Palya,14000000,4
2000,2,8th Phase,9150000,3
929,3,Jayanagar Housing Society Layout,5200000,2
1680,3,Hemmigepura,12500000,3
1600,3,Kithaganur Colony,14500000,1
1200,3,KSRTC Colony,10000000,2
1250,3,sashank Aikya apartments,4300000,2
1140,3,RWF West Colony,5400000,2
925,3,Veer Sandra,3900000,2
1692,3,Sahakara Nagar,10200000,3
1150,3,Munnekollal,5200000,2
1000,3,Veer Sandra,3500000,2
1200,3,M Vishveshvaraiah Nagar,7400000,2
890,3,Veer Sandra,3600000,2
1150,3,Kalbalu,13000000,7
475,2,Iconest,2700000,1
1116,3,Himagiri Meadows,5200000,2
1450,3,Hemmigepura,7000000,3
1200,3,Mailasandra,7000000,2
1315,3,Kodigehalli,5500000,2
1000,3,Veer Sandra,3800000,2
1100,3,Kereguddadahalli,4200000,2
960,3,Hulimavu,4700000,2
1400,3,AECS C Block,7100000,3
3200,5,RR Nagar,21000000,4
1100,3,Sidedahalli,14500000,6
1065,3,Vasanthapura,5600000,2
1050,3,Kadugodi,5600000,2
1044,3,S V Homes,5500000,2
1366,3,Srinivasa Nagar,8000000,2
600,2,Bommanahall,10500000,2
1300,3,Chandragiri BDA flat,5900000,3
1000,3,Sarjapur,5500000,2
978,3,Sriven Exotic,5000000,2
26000,4,Thomas Town,23000000,5
3800,4,Veeranjinappa Layout,16500000,4
1100,3,Sonnenahalli,4800000,2
1151,3,Shiva Residency,5000000,2
1275,3,Veer Sandra,7100000,3
1125,3,Begur,7500000,2
915,3,Divya JSR Limelite,5600000,2
2075,4,Hermit Colony,36000000,3
910,3,Channasandra Layout,5650000,2
1800,3,Jayanagar Housing Society Layout,14000000,3
1200,3,Ramasandra,15000000,7
1000,3,4th Phase,5600000,2
1200,3,On krupa,11500000,2
865,3,Pushpa Enclave,5500000,2
1060,3,Sanjay Nagar,30000000,6
685,2,Doddabommasandra,6200000,2
1500,3,Peenya Industrial Area Phase IV,10000000,4
1255,3,St Thomas Town,6200000,2
1100,3,Anandapura,6500000,3
900,3,Medahalli,8500000,2
1045,3,SNR Variety,3800000,2
1235,3,Thippasandra,7600000,2
1095,3,Sujay heights,4800000,2
850,3,Sollepura Village,5500000,3
900,3,Chiranjeevi Layout,5000000,2
1150,3,Mukkutam Nagar,7200000,2
1250,3,Maitri layout,5000000,2
1245,3,Kammasandra,6000000,2
2200,4,Lingadheeranahalli,15000000,5
1350,3,sv palace,6000000,2
1135,3,Electronics City Phase 1,4500000,2
1100,3,Yemalur,6200000,2
1705,3,Vijaya Bank Layout,18000000,3
1505,3,Ambedkar Nagar,9500000,3
1200,3,prava kara,5500000,3
980,3,Medahalli,5500000,2
4800,5,Sector 1,72500000,8
1338,3,Horamavu Agara,8600000,3
1210,3,Apartments,7700000,2
1600,3,Anubhav Nagar,14300000,3
2100,4,Srinivasa Nagar,40000000,4
1247,3,Seegehalli,4900000,3
1215,3,Manjunatha Lay Out,9000000,3
3500,4,Ardendale,45000000,4
1429,3,SRK Gardens,9000000,2
1200,3,Devanahalli,6360000,3
1155,3,Green Woods Layout,5000000,2
1260,3,THE DEFENCE ENCLAVE,6300000,2
858,3,Bommasandra Industrial Area,3700000,2
1240,3,Sri Balaji Oas,8700000,2
1100,3,HAL Airport Area,6500000,2
870,3,Electronic City Phase II,2400000,2
1302,3,Lakshmamma Layout,6800000,2
940,3,Kambipura,7900000,2
1380,3,Adityanagar,9300000,3
1250,3,Gubbalala,6800000,2
1100,3,Monisha APRTMENT,4700000,2
1767,3,Prakruthi Layout,8400000,3
2756,4,Brindavan Layout,29500000,4
1250,3,Temple heritage,6400000,3
850,3,Varthur,5763000,2
1180,3,Adithya Frondoso Apartment,7000000,2
1866,3,Rampura,13000000,3
1650,3,Horamavu Agara,18000000,10
1465,3,Sri Pragna,7000000,3
1195,3,Doddanekundi,7500000,2
2600,4,Anandapura,14800000,5
1075,3,Islampur,6500000,2
2700,4,Kumudam,12900000,3
2800,4,Kadugondanahalli,8800000,2
1145,3,Dodpete,8500000,2
2400,4,Cheemasandra,8700000,5
1229,3,Gunjur Village,7700000,2
930,3,Meenakshi Layout,4638000,2
895,3,Meenakshi Layout,4476000,2
1152,3,Ramanashree Enclave,5500000,2
885,3,Meenakshi Layout,4430000,2
1355,3,Canara Bank Colony,6000000,3
887,3,Biotech Park,3300000,2
1780,3,Yesvantpur Industrial Suburb,17500000,3
1467,3,Kodathi,9800000,3
916,3,Attibele,4000000,2
1550,3,Yemalur,7500000,3
1150,3,GD Layout,6500000,2
1500,3,Jinke Thimmanahalli,17000000,5
1200,3,Hongasandra,22000000,5
1365,3,Yemalur,7000000,3
1610,3,Devarachikkana Halli,9000000,3
850,3,Virtue esha courtyard,5700000,2
800,1,Virtue Esha courtyard,5700000,2
800,5,Virtue esha courtyard,5700000,2
1255,3,Eastwood Township,12000000,3
1358,3,Yelahanka,8000000,3
1505,3,Papareddipalya,10500000,3
883,3,Battarahalli,4600000,2
2500,4,Ullal Uppanagar,19500000,5
1355,3,Channasandra Layout,6500000,3
1050,3,Sarjapur,4700000,2
820,3,Chandapura,3600000,2
2100,4,Anandapura,13000000,5
1199,3,Manjunatha Nagar,7200000,3
1075,3,Provident,4000000,2
1550,3,Kammasandra,9500000,3
974,3,Rayasandra,5360000,2
1475,3,Apartments,9200000,3
1263,3,Manayata Tech Park,9200000,5
1310,3,Vaishnavi Pride,17000000,3
987,3,Gondaliya,5300000,2
2400,4,Brindavan Layout,13500000,5
1000,3,ISRI STONE CREEK APARTMENT,2800000,1
1400,3,Premier inspira maplewood,9500000,2
1311,3,Belathur,8300000,3
2160,4,Sai Gupta,25000000,3
1429,3,Kanaka Nagar,30500000,3
1415,3,Phase 2,8200000,3
2062,4,RR Nagar,15000000,3
1037,3,Amar Layout,5000000,2
920,3,Mattanahalli,5000000,2
905,3,Gunjur,5500000,2
920,3,A2G ENCLAVE,5500000,2
1950,3,Copper Pod,14600000,3
1350,3,Balagere,7500000,3
1060,3,Manorayanapalya,5000000,2
1255,3,Devasthanagalu,6100000,2
750,2,GM INFINITE,5500000,2
1050,3,Thirumagondanahalli,4086999,2
5000,5,Hemmigepura,33000000,5
1124,3,Tatanagar,6500000,2
2058,4,HMT Estate,16000000,3
620,2,Byagadadhenahalli,2400000,2
1199,3,Nitesh Caesars Palace,8300000,2
1350,3,Hills Layout,8100000,3
1973,3,D Souza Layout,27500000,3
2200,4,HSR Layout,37500000,3
1007,3,Lakedew Residency- Phase 2,5500000,2
1410,3,Amrutahalli,9000000,3
1970,3,Agrahara Layout,15000000,4
1363,3,Sai Meadows,8200000,3
1148,3,Bommenahalli,8500000,2
1730,3,Geown Oasis,7900000,3
1300,3,Munivenkatppa Layout,8000000,2
1310,3,Celino home,7000000,3
1240,3,GD Layout,6000000,2
1060,3,Haralur main road,6000000,2
2034,4,Singasandra,16000000,3
1415,3,PREMIER INSPIRA MAPLEWOOD,9800000,2
1569,3,INSPIRA MAPLEWOOD,10600000,3
1624,3,Asset Aura,9300000,3
1370,3,8th Phase,11000000,2
1035,3,Devasthanagalu,6500000,2
1025,3,Nagavara Village,5000000,5
1197,3,Nanja Reddy Colony,6500000,3
1301,3,Doddanekundi,6200000,2
1230,3,Devarachikkana Halli,6200000,2
720,2,Meenakshi Layout,4100000,2
750,2,Sajwa Enclave,4800000,2
1030,3,Akshaya Vana,8800000,1
1221,3,Bhoganhalli,11000000,2
1000,3,Yemalur,5000000,2
850,3,Shree Rangaa apartments,6000000,2
2030,4,KPC Layout,20500000,5
1195,3,Apartments,7600000,2
1225,3,Gandhi Nagar,10500000,3
1155,3,Coffee Board Layout,7000000,2
1600,3,Bommanahalli,20000000,5
1229,3,Mullur,7700000,2
1200,3,Virtue Royal nisarga,7900000,2
1240,3,VGP Layout,8200000,2
1174,3,Mullur,7400000,2
760,2,Sai Sree Layout,3800000,1
4800,5,Kariyammana Agrahara,33000000,5
1170,3,Harohalli,8000000,3
1064,3,Dommasandra,7600000,3
1395,3,Devinagar,8800000,2
1235,3,Thippasandra,7256999,2
1040,3,Marsur,4500000,2
858,3,Chandapura,3700000,2
1200,3,Park View Layout,7000000,2
1068,3,Urban Ecospace,2700000,2
925,3,Konappana Agrahara,5000000,3
1390,3,Akshaya Vana,6000000,3
1014,3,Thirumanahalli,5500000,2
1150,3,Silver Springs Layout,5250000,5
1790,3,Raghuvanahalli,9000000,3
1845,3,Harohalli,10500000,3
1650,3,Swagath Sankeerthan,12000000,3
4000,3,Basavanagudi,55000000,5
1487,3,Talaghattapura,12500000,3
3384,2,Rachenahalli,50000000,4
1245,3,Kithaganur Colony,7000000,2
965,3,Kothanur,7200000,2
1800,3,Gudighattanahalli,8700000,3
3600,3,3rd Phase,24000000,3
4200,5,Basavanagudi,80000000,6
5000,5,Padmeshwari Nagar,14500000,8
1653,3,Kattigenahalli,9800000,3
1100,3,Adith Avenue,4500000,2
1632,3,Dodda Nekkundi Extension,11700000,3
3000,6,Eagle Ridge,25000000,3
1150,3,KPA Block,9500000,3
1700,3,Kanakadasa Layout,8500000,3
1200,3,Veer Sandra,5800000,3
2900,4,Sri Balaji Krupa Layout,17000000,6
1680,3,Jaya Chamarajendra Nagar,13500000,3
1145,3,Abhee Nakshatra,7200000,2
1475,3,Abhee Nakshatra,9200000,3
1505,3,Papareddipalya,11000000,3
1540,3,Thippasandra,10500000,3
1790,3,Raghuvanahalli,9900000,3
3450,4,Hiro Towers,60400000,3
1067,3,Anjana Nagar,7500000,2
965,3,Narayanapura,7200000,2
1097,3,Bidaraguppe,5000000,3
937,3,Kannamangala,5500000,2
1000,3,Bangalore City Municipal Corporation Layout,5900000,2
800,1,Virtue Royal Nisarga,8000000,2
2563,4,Gopalapura,33000000,4
880,3,Raghuvanahalli,5900000,2
1527,3,Konadasapura,11500000,3
1141,3,Stage 1,6900000,2
3418,2,Thyvakanahally,27500000,4
1200,3,Ravi Aramane,7300000,2
1775,3,Nehru Nagar,12000000,3
1249,3,Kudlu,7200000,3
5750,5,7th Phase,29000000,5
1247,3,Vittasandra,8400000,2
3242,2,Lingadheeranahalli,36000000,4
1200,3,Rukmaiah Layout,4650000,2
1665,3,Vakil Garden City,10500000,3
1200,3,Building,14000000,9
1050,3,Thyvakanahally,3500000,2
1250,3,Vadarpalya,6750000,3
1050,3,7th Phase,7800000,2
1200,3,Veer Sandra,4400000,2
2150,4,7th Phase,24500000,3
3700,5,Snowdrops apt,40000000,4
1118,3,Doddabommasandra,5500000,2
1348,3,Doddabommasandra,7500000,3
1066,3,Sector 3,6000000,2
820,3,Teachers Colony,3300000,2
1248,3,Bhoganhalli,8900000,2
1073,3,Bedarahalli,5800000,2
1000,3,Voderahalli,5000000,2
1000,3,Bommanahalli,5200000,2
1877,3,Jaya Nagar East,23500000,3
1065,3,Yelahanka,7500000,3
3500,5,Judicial Layout,35000000,4
1350,3,Canara Bank Colony,8000000,3
1080,3,Canara Bank Colony,6500000,2
1470,3,Chansandra,7200000,3
1500,3,Madagondanahalli,7500000,3
945,3,Govindayyanapalya,5400000,2
1270,3,HBR Layout,18000000,6
1179,3,Talaghattapura,4460000,2
1044,3,Thyvakanahally,4000000,2
1410,3,Annaiah Reddy Layout,12000000,3
980,3,Kannamangala,5100000,2
1179,3,Talaghattapura,4490000,2
1200,3,Sai Residency apartment,6200000,2
955,3,Attibele Industrial Area,3979999,2
1397,3,Rachenahalli,7000000,3
1075,3,5th Phase,5700000,2
1102,3,Vadarpalya,6000000,2
1500,3,Nimbekaipura,8499000,3
3172,6,Dommasandra,22000000,4
5000,5,Jigani,15000000,8
800,4,Meenakshi Layout,7200000,2
1837,3,Stage 1,18000000,3
1100,3,M Vishveshvaraiah Nagar,5000000,2
1066,3,Sector 7,5800000,2
2600,4,K R Gardens,37500000,3
1200,3,KPC Layout,7000000,2
1100,3,Gaundanapalya,5700000,2
1170,3,srr chithaary,6200000,2
2205,4,KSRTC Colony,60000000,5
2034,4,Annaiah Reddy Layout,18500000,3
1060,3,HBR Layout 3rd Block,8200000,2
995,3,Narayanapura,5995000,2
1332,3,Devarachikkana Halli,8200000,2
902,3,Varthur,4200000,2
1130,3,Ramchandrapuram,9500000,2
1410,3,Sanjay Nagar,8460000,3
850,3,Ganganagar,5200000,2
3400,6,Cholur Palya,27500000,7
875,3,Sneha Colony,4300000,2
4000,1,Jayanagar 3 East Block,42500000,5
1070,3,Polaris,5200000,2
1370,3,Ashirvad Colony,7500000,3
1260,3,Sahyadri Layout,6500000,2
1800,3,Kuvempu Nagar,10000000,3
600,2,Virtue orchid leaves,3100000,1
1200,3,Virtue orchid leaves,5800000,2
2550,4,Dodsworth Layout,25000000,3
1500,3,Sanjaynagar,31000000,4
1180,3,Yelahanka,5500000,3
1782,3,2 Stage,14900000,3
1215,3,Pete Krishnappa Layout,6950000,2
860,3,Saraswathi BDA apartments,6000000,2
957,3,Ardendale,5500000,2
1000,3,Vakil Garden City,6000000,2
1015,3,Anu palace,5200000,2
800,3,Suryanagar,3500000,2
1179,3,VISL Layout,4475000,2
1020,3,sujaha homes,5400000,2
1030,3,urban pride,5300000,2
800,6,Bommasandra Industrial Area,3500000,2
1978,3,Vishwapriya Nagar,13799999,4
1705,3,Muddanahalli,11500000,3
1200,3,Jigani,4400000,2
1350,3,Navaneetha builders,11500000,3
850,3,AMCO Colony,4300000,2
1304,3,Muddanahalli,7200000,2
2200,4,De costa,20500000,3
1020,3,Mailasandra,6500000,2
1250,3,Brahmagiri BDA apartment,6200000,2
950,3,Kaggalipura,6500000,2
1750,3,7th Phase,22500000,3
1367,3,Sai supravi,10500000,3
3600,1,Chandra Layout,22500000,5
1875,3,Amalodbhavi Nagar,14000000,3
1300,3,Ilyas Nagar,12500000,2
4500,5,Hennur,35000000,5
925,3,Attibele,3200000,2
670,2,Basapura,4000000,2
1720,3,Brigade Omega Banshankari,10600000,3
1450,3,South Avenue,5500000,3
1000,3,Bommanahalli,6000000,2
1050,3,Swastik Vaishnavi Residency,7000000,2
1210,3,Heritage 7,5500000,2
2000,3,Heritage 7,10000000,3
1134,3,Sarjapur,4600000,2
1150,3,Lingadheeranahalli,6500000,2
5200,5,AECS Layout,23000000,10
805,3,Horamavu Agara,4400000,2
1200,3,B Narayanapura,5700000,2
900,3,Chamundi Nagar,5500000,2
1109,3,Gunjur Palya,6500000,2
960,3,Vishal Apartments,12500000,2
800,4,Shingapura,5600000,1
1229,3,Devasthanagalu,7700000,2
1087,3,Vayunandana Layout,9000000,2
4000,5,Chowdeshwari Layout,20000000,7
1515,3,Veerasagara,7500000,3
1200,3,Hanuman Township,7000000,2
2010,4,Kattanallur,17500000,4
995,3,Kammasandra,3500000,3
1400,3,Prashanth Nagar,7800000,2
1496,3,Sunkadakatte,9500000,3
2300,4,Jayanagar,42500000,5
898,3,Veer Sandra,3600000,2
1070,3,Polaris doddakannali,5200000,2
1200,3,Veer Sandra,4900000,2
2500,4,ITI Employees Layout,17500000,5
1200,3,Vadarpalya,14000000,7
1370,3,Brookefield,11700000,2
1650,3,Enclave,5800000,3
1400,3,Hoodi,17000000,4
1495,3,Shanthivana,7500000,3
1150,3,Stage 1,6000000,2
1350,3,Devasthanagalu,8900000,3
2200,4,Yesvantpur Industrial Suburb,65000000,5
1263,3,Kada Agrahara,7500000,3
1200,3,MEI Employees Housing Colony,9000000,2
1460,3,Kaggadasapura,6200000,3
1160,3,III Stage,6800000,2
1579,3,Yelahanka,7000000,3
1518,3,SMR GALAXY APARTMENT,9500000,3
1415,3,Phase 2,8500000,3
705,2,HBR Layout 3rd Block,5000000,1
502,2,Sunkalpalya,2500000,1
1420,3,Lingadheeranahalli,8000000,3
3970,2,Talaghattapura,43000000,4
1150,3,KPC Layout,6550000,2
5000,5,IAS Layout,23000000,10
1215,3,Electronics City Phase 1,4500000,2
865,3,Kammasandra,3800000,2
1430,3,Hallehalli,6800000,3
883,3,Seeghehalli,4700000,2
1120,3,Garebhavipalya,8500000,2
1140,3,Phase 1,6200000,2
1100,3,Maruti Housing Society Layout,5200000,2
1000,3,Kammasandra,4200000,2
1350,3,Anjanapura Township,6000000,3
1888,3,Madagondanahalli,8000000,4
1389,3,Veer Sandra,9950000,3
1107,3,Horamavu Agara,6500000,2
1065,3,sujay heights,4900000,2
1232,3,Hoodi,6200000,2
851,3,Kithaganur Colony,5000000,2
1295,3,Kammasandra,5800000,3
1200,3,South Avenue,13000000,2
1170,3,Basavanagudi,13000000,2
1600,3,Medahalli,13000000,3
895,3,Madagondanahalli,5200000,2
960,3,Nandi indraprastha,4500000,2
1387,3,Hongasandra,19800000,6
960,3,Hulimavu,4000000,2
1399,3,Chichuraganapalli,3500000,3
953,3,Rachel Residency,7400000,2
1200,3,Cheemasandra,9000000,4
4500,5,Banashankari 6th Stage 6th Block,30000000,5
1070,3,Polaris Apartment,5200000,2
4500,5,Banashankari 6th Stage 6th Block,27500000,7
850,3,Saraswathi Nagar,6000000,2
1449,3,Electronic City,13000000,3
3300,2,Nagavara Village,12500000,6
1115,3,SSVR Freesia apartments,4500000,2
1320,3,Coconut Grove Layout,5500000,2
1100,3,Kithaganur Colony,6800000,2
6500,1,Seenappa Layout,20000000,10
1800,3,Mavalli,65000000,3
1665,3,Nagashetty Halli,20000000,6
3000,3,Mavalli,65000000,10
1475,3,Dollars Colony,13799999,3
1208,3,Vignan Nagar,6500000,2
1200,3,Ayyappa Nagar,6200000,2
1447,3,Chintalamadivala Village,7000000,3
1751,3,Murphy Town,19800000,3
1129,3,Ramanjaneyanagar,5100000,2
1212,3,Chennappa Layout,7000000,2
993,3,Hennur,4800000,2
1131,3,Mattanahalli,8000000,2
2300,4,HV Residence,12000000,5
1900,3,K R Garden,20800000,6
2300,4,Shampura,13000000,5
1398,3,Anjanapura Township,7200000,3
2150,4,Bhavani Nagar,15000000,3
1135,3,Bommasandra Industrial Area,3600000,2
1225,3,Bommasandra Industrial Area,3800000,3
1120,3,Kodigehalli,6300000,2
2200,4,Mallathahalli,12500000,4
600,2,Yelahanka,12000000,4
1544,3,Mattanahalli,10300000,3
1310,3,Sanjaynagar,9200000,2
1445,3,Yelahanka,9000000,5
1200,3,C V Raman Nagar,7500000,3
960,3,Nanja Reddy Colony,6300000,2
1166,3,Sri Ravi enclave,5200000,2
1072,3,Kuvempu Nagar,5500000,2
1100,3,padmannabhn,4800000,2
2250,4,Shivanagar,10000000,5
1500,3,Lingadheeranahalli,30000000,4
1150,3,NRI Layout,4500000,2
1800,3,Subba,9000000,2
1288,3,RV Vidyaniketan,8100000,3
1300,3,Thippasandra,8300000,2
1085,3,Kithaganur Colony,5600000,2
2400,4,Stage 2,25000000,4
750,2,Kamakshipalya,4875000,1
1200,3,Kamakshipalya,7800000,2
5000,5,Malleswaram,80000000,5
1105,3,Vijaya Bank Layout,5000000,2
1404,3,Puja Sarovar,7500000,3
1225,3,Doddanekundi,8500000,2
1230,3,Papareddipalya,6000000,2
1180,3,Sahakara Nagar,6000000,2
1120,3,Sri Vinayaka Enclave,5200000,2
6600,1,Vikram Nagar,35000000,6
3200,4,2 Stage,16500000,4
1400,3,M Vishveshvaraiah Nagar,10500000,5
650,2,Saraswathi Nagar,12500000,3
1139,3,Binnipete,7000000,2
1295,3,Hongasandra,22500000,6
1067,3,Anjana Nagar,7000000,2
3500,1,Jakkuru Village,32500000,4
1473,3,Manjunatha Nagar,13000000,2
3000,1,Vakil Garden City,27500000,4
1200,3,M Vishveshvaraiah Nagar,11000000,5
1294,3,Mehta Ambience,8000000,3
810,3,Bannerughatta,4100000,2
1200,3,Park View Layout,6800000,2
1595,3,Maruthi Layout,8700000,3
1100,3,LBS Nagar,5500000,2
1788,3,NEELAM GREEM RETREAT,8700000,3
